incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23090900001364,09/09/2023 12:00:00 AM,"AUTO, STOLEN",135,A,A2,2600 BLOCK,2600 QUEENS CHAPEL RD SB,38.948338732123375,-76.96996927261353,"(38.948338732123375,-76.96996927261353)"
PP23091300001658,09/13/2023 12:00:00 AM,THEFT FROM AUTO,906,C,C6,6100 BLOCK,6100 PARKWAY DR,39.10844339430332,-76.90074369311333,"(39.10844339430332,-76.90074369311333)"
PP23091000001514,09/10/2023 12:00:00 AM,THEFT,124,A,A3,6700 BLOCK,6735 NEW HAMPSHIRE AVE NB,38.971960723400116,-76.99523170292377,"(38.971960723400116,-76.99523170292377)"
PP23091100001953,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,860,E,E6,1300 BLOCK,1302 KINGS VALLEY DR,38.9079844802618,-76.79214811325073,"(38.9079844802618,-76.79214811325073)"
PP23091400001419,09/14/2023 12:00:00 AM,SEX OFFENSE,243,B,B2,5400 BLOCK,5451 NEWTON ST,38.93619965016842,-76.92502185702324,"(38.93619965016842,-76.92502185702324)"
PP23090900001304,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,628,W,W4,13000 BLOCK,13001 PISCATAWAY RD,38.712446808815,-76.96242336928844,"(38.712446808815,-76.96242336928844)"
PP23091000000489,09/10/2023 12:00:00 AM,THEFT FROM AUTO,156,A,A4,1000 BLOCK,1020 UNIVERSITY BLVD WB,38.992301896214485,-76.9906385242939,"(38.992301896214485,-76.9906385242939)"
PP23091100000287,09/11/2023 12:00:00 AM,THEFT FROM AUTO,511,J,J2,1300 BLOCK,1365 SOUTHVIEW DR,38.82694789767265,-76.98506110906601,"(38.82694789767265,-76.98506110906601)"
PP23090800001885,09/08/2023 12:00:00 AM,THEFT,124,A,A3,6700 BLOCK,6731 NEW HAMPSHIRE AVE NB,38.97163264453411,-76.99621593952179,"(38.97163264453411,-76.99621593952179)"
PP23091100000332,09/11/2023 12:00:00 AM,THEFT FROM AUTO,266,B,B6,5900 BLOCK,5976 WESTCHESTER PARK DR,38.99033339321613,-76.90369644761086,"(38.99033339321613,-76.90369644761086)"
PP23091300000977,09/13/2023 12:00:00 AM,THEFT,937,C,C3,3600 BLOCK,3601 POWDER MILL RD EB,39.04249864816666,-76.94372260570526,"(39.04249864816666,-76.94372260570526)"
PP23091200000734,09/12/2023 12:00:00 AM,ACCIDENT,416,H,H2,2100 BLOCK,2151 BROOKS DR SB,38.86139664053917,-76.91878828406334,"(38.86139664053917,-76.91878828406334)"
PP23091100001097,09/11/2023 12:00:00 AM,THEFT FROM AUTO,769,K,K4,6200 BLOCK,6246 MAXWELL DR,38.817105397582054,-76.8974628597498,"(38.817105397582054,-76.8974628597498)"
PP23090900001720,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,917,C,C2,,BRIGGS CHANEY RD / OLD GUNPOWDER RD,39.062183648347855,-76.9214129447937,"(39.062183648347855,-76.9214129447937)"
PP23090800001079,09/08/2023 12:00:00 AM,THEFT,702,TRU,E3,10500 BLOCK,10500 CAMPUS WAY S,38.8942049741745,-76.82298794388771,"(38.8942049741745,-76.82298794388771)"
PP23091000000631,09/10/2023 12:00:00 AM,"ASSAULT, WEAPON",156,A,A4,7900 BLOCK,7988 NEW HAMPSHIRE AVE SB,38.990989565849304,-76.98768578469753,"(38.990989565849304,-76.98768578469753)"
PP23090900001201,09/09/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,8800 BLOCK,8831 LOTTSFORD RD EB,38.89617347717285,-76.84300102293491,"(38.89617347717285,-76.84300102293491)"
PP23090900001011,09/09/2023 12:00:00 AM,THEFT FROM AUTO,427,H,H5,3600 BLOCK,3600 WOOD CREEK DR,38.84236781299114,-76.91714785993099,"(38.84236781299114,-76.91714785993099)"
PP23091300001941,09/13/2023 12:00:00 AM,THEFT,408,H,H1,4800 BLOCK,4840 MARLBORO PIKE WB,38.873535722494125,-76.92994311451912,"(38.873535722494125,-76.92994311451912)"
PP23090900000966,09/09/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",886,D,D1,,CIPRIANO RD / GREENBELT RD EB,38.990989565849304,-76.85546819865704,"(38.990989565849304,-76.85546819865704)"
PP23091000000937,09/10/2023 12:00:00 AM,ACCIDENT,605,K,K6,,BRINKLEY RD / ROSECROFT DR,38.80562247335911,-76.96996927261353,"(38.80562247335911,-76.96996927261353)"
PP23090900000058,09/09/2023 12:00:00 AM,"AUTO, STOLEN",904,C,C5,14100 BLOCK,14107 BRAMBLE LN,39.08482138812542,-76.85185927152634,"(39.08482138812542,-76.85185927152634)"
PP23090900001707,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,846,D,D6,,MARTIN LUTHER KING JUNIOR HWY EB / WHITFIELD CHAPEL RD,38.94079281389713,-76.85382777452469,"(38.94079281389713,-76.85382777452469)"
PP23090900001210,09/09/2023 12:00:00 AM,ACCIDENT,649,W,W2,,ACCOKEEK RD / HOLLY HILL DR,38.66946789622307,-76.98735769093037,"(38.66946789622307,-76.98735769093037)"
PP23091000001991,09/10/2023 12:00:00 AM,"ROBBERY, OTHER",233,B,B3,6300 BLOCK,6309 KENNEDY ST,38.953916147351265,-76.91058619320393,"(38.953916147351265,-76.91058619320393)"
PP23091200001620,09/12/2023 12:00:00 AM,ACCIDENT,618,F,F1,7000 BLOCK,7050 ALLENTOWN RD,38.79315531253815,-76.92600610852242,"(38.79315531253815,-76.92600610852242)"
PP23090800001348,09/08/2023 12:00:00 AM,"AUTO, STOLEN",827,TRU,D2,10500 BLOCK,10526 STORCH DR,38.985412150621414,-76.82495644688606,"(38.985412150621414,-76.82495644688606)"
PP23090900002016,09/09/2023 12:00:00 AM,THEFT FROM AUTO,104,A,A7,9200 BLOCK,9203 NEW HAMPSHIRE AVE NB,39.00444097816944,-76.9807960242033,"(39.00444097816944,-76.9807960242033)"
PP23091200001696,09/12/2023 12:00:00 AM,THEFT,314,G,G4,7000 BLOCK,7051 MARTIN LUTHER KING JUNIOR HWY EB,38.91454614698887,-76.88335527479649,"(38.91454614698887,-76.88335527479649)"
PP23091100001309,09/11/2023 12:00:00 AM,ACCIDENT,416,H,H2,2000 BLOCK,2011 BROOKS DR SB,38.8646774739027,-76.917475938797,"(38.8646774739027,-76.917475938797)"
PP23091200000956,09/12/2023 12:00:00 AM,ACCIDENT,234,B,B4,6200 BLOCK,6208 ANNAPOLIS RD WB,38.93882431089878,-76.91091427206993,"(38.93882431089878,-76.91091427206993)"
PP23090800000118,09/08/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,622,F,F1,,OAKLAWN RD / SLEEPY HOLLOW RD,38.77281413972378,-76.94634728133678,"(38.77281413972378,-76.94634728133678)"
PP23091200000964,09/12/2023 12:00:00 AM,THEFT,624,F,F2,6400 BLOCK,6421 COVENTRY WAY EB,38.78200048208237,-76.89647860825062,"(38.78200048208237,-76.89647860825062)"
PP23091000001497,09/10/2023 12:00:00 AM,"AUTO, STOLEN",856,E,E2,9600 BLOCK,9607 SILVER BLUFF WAY,38.9178269803524,-76.83873595297337,"(38.9178269803524,-76.83873595297337)"
PP23091300001563,09/13/2023 12:00:00 AM,ACCIDENT,915,C,C6,,MUIRKIRK MEADOWS DR / MUIRKIRK RD WB,39.063495978713036,-76.88893269002438,"(39.063495978713036,-76.88893269002438)"
PP23091200000885,09/12/2023 12:00:00 AM,THEFT FROM AUTO,156,A,A4,8100 BLOCK,8114 NEW HAMPSHIRE AVE SB,38.992301896214485,-76.98702961206436,"(38.992301896214485,-76.98702961206436)"
PP23090800000465,09/08/2023 12:00:00 AM,"AUTO, STOLEN",304,G,G3,4800 BLOCK,4807 ADDISON RD,38.910609140992165,-76.92403760552406,"(38.910609140992165,-76.92403760552406)"
PP23091300001485,09/13/2023 12:00:00 AM,ASSAULT,307,G,G6,6700 BLOCK,6706 HAWTHORNE ST,38.925372898578644,-76.89122927188873,"(38.925372898578644,-76.89122927188873)"
PP23091100002230,09/11/2023 12:00:00 AM,ACCIDENT,408,H,H1,,MARLBORO PIKE WB / BENNING RD,38.872879564762115,-76.92830269038677,"(38.872879564762115,-76.92830269038677)"
PP23091200000499,09/12/2023 12:00:00 AM,"AUTO, STOLEN",101,A,A7,2400 BLOCK,2403 LACKAWANNA ST,39.01559580862522,-76.96668843924999,"(39.01559580862522,-76.96668843924999)"
PP23090800000295,09/08/2023 12:00:00 AM,THEFT FROM AUTO,111,A,A6,3400 BLOCK,3400 CHATHAM RD,38.9870525598526,-76.95881444215775,"(38.9870525598526,-76.95881444215775)"
PP23091200002398,09/12/2023 12:00:00 AM,"ROBBERY, OTHER",110,A,A4,1400 BLOCK,1410 UNIVERSITY BLVD WB,38.987380638718605,-76.98342069983482,"(38.987380638718605,-76.98342069983482)"
PP23091100001854,09/11/2023 12:00:00 AM,THEFT FROM AUTO,110,A,A4,1800 BLOCK,1804 UNIVERSITY BLVD WB,38.98508405685425,-76.98013986647129,"(38.98508405685425,-76.98013986647129)"
PP23091100001763,09/11/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",315,G,G4,8000 BLOCK,8018 ALLENDALE DR,38.915530398488045,-76.86662302911282,"(38.915530398488045,-76.86662302911282)"
PP23091200000474,09/12/2023 12:00:00 AM,"AUTO, STOLEN",517,J,J3,1000 BLOCK,1011 MARCY AVE,38.817105397582054,-76.9903104454279,"(38.817105397582054,-76.9903104454279)"
PP23091200000503,09/12/2023 12:00:00 AM,"AUTO, STOLEN & RECOVERED",615,K,K6,,WYCLIFFE LN / LUJEAN LN,38.79938890039921,-76.92830269038677,"(38.79938890039921,-76.92830269038677)"
PP23091100001686,09/11/2023 12:00:00 AM,ACCIDENT,731,F,F3,6800 BLOCK,6803 OLD ALEXANDRIA FERRY RD EB,38.78331281244755,-76.88958886265755,"(38.78331281244755,-76.88958886265755)"
PP23090800001840,09/08/2023 12:00:00 AM,THEFT FROM AUTO,702,E,E3,10400 BLOCK,10464 CAMPUS WAY S,38.89354881644249,-76.82331602275372,"(38.89354881644249,-76.82331602275372)"
PP23090800001606,09/08/2023 12:00:00 AM,"AUTO, STOLEN",511,J,J2,1200 BLOCK,1267 SOUTHVIEW DR,38.82661980390549,-76.98702961206436,"(38.82661980390549,-76.98702961206436)"
PP23091400001788,09/14/2023 12:00:00 AM,ACCIDENT,734,F,F6,,HEATHERMORE BLVD NB / TRUMPS HILL RD,38.77281413972378,-76.79214811325073,"(38.77281413972378,-76.79214811325073)"
PP23090800001409,09/08/2023 12:00:00 AM,"AUTO, STOLEN",314,G,G4,,DUTCH VILLAGE DR / BARLOWE RD,38.916842728853226,-76.87843403220177,"(38.916842728853226,-76.87843403220177)"
PP23091200001078,09/12/2023 12:00:00 AM,THEFT,414,H,H7,7700 BLOCK,7702 MARLBORO PIKE WB,38.84597672522068,-76.87285661697388,"(38.84597672522068,-76.87285661697388)"
PP23090800002112,09/08/2023 12:00:00 AM,ACCIDENT,605,K,K6,,GLEN ROCK AVE / CORNING AVE,38.807919055223465,-76.96373569965363,"(38.807919055223465,-76.96373569965363)"
PP23091400002158,09/14/2023 12:00:00 AM,ACCIDENT,611,J,J5,900 BLOCK,928 FOREST DR S,38.78954640030861,-76.99359127879143,"(38.78954640030861,-76.99359127879143)"
PP23091300001279,09/13/2023 12:00:00 AM,ACCIDENT,703,E,E5,,REXFORD WAY / OAK GROVE RD,38.877800807356834,-76.77082268893719,"(38.877800807356834,-76.77082268893719)"
PP23091400000435,09/14/2023 12:00:00 AM,"AUTO, STOLEN",859,E,E2,700 BLOCK,738 FARAWAY CT,38.90043856203556,-76.82003518939018,"(38.90043856203556,-76.82003518939018)"
PP23090900001403,09/09/2023 12:00:00 AM,THEFT FROM AUTO,858,E,E2,1300 BLOCK,1320 CARAWAY CT,38.9079844802618,-76.84529761970043,"(38.9079844802618,-76.84529761970043)"
PP23091300000319,09/13/2023 12:00:00 AM,ACCIDENT,332,G,G5,7600 BLOCK,7684 LANDOVER RD WB,38.927341386675835,-76.8817148655653,"(38.927341386675835,-76.8817148655653)"
PP23091200000793,09/12/2023 12:00:00 AM,"B & E, RESIDENTIAL",517,J,J3,5400 BLOCK,5400 LIVINGSTON TER,38.81612114608288,-76.99621593952179,"(38.81612114608288,-76.99621593952179)"
PP23091400001082,09/14/2023 12:00:00 AM,THEFT,657,J,J41,6800 BLOCK,6800 OXON HILL RD,38.79479572176933,-77.00080911815166,"(38.79479572176933,-77.00080911815166)"
PP23090900001415,09/09/2023 12:00:00 AM,ACCIDENT,621,J,J6,,ALLENTOWN RD / ROSE VALLEY DR,38.75870655477047,-76.96406377851963,"(38.75870655477047,-76.96406377851963)"
PP23091400000467,09/14/2023 12:00:00 AM,ACCIDENT,723,F,F3,9400 BLOCK,9400 MARLBORO PIKE,38.817761555314064,-76.84365719556808,"(38.817761555314064,-76.84365719556808)"
PP23091300000544,09/13/2023 12:00:00 AM,"AUTO, STOLEN",407,G,G7,8900 BLOCK,8909 CENTRAL AVE EB,38.89026798307896,-76.85153119266033,"(38.89026798307896,-76.85153119266033)"
PP23091000000806,09/10/2023 12:00:00 AM,THEFT,604,J,J6,6200 BLOCK,6240 OXON HILL RD NB,38.803653970360756,-76.98670153319836,"(38.803653970360756,-76.98670153319836)"
PP23090800000695,09/08/2023 12:00:00 AM,"AUTO, STOLEN",858,E,E2,9400 BLOCK,9401 LOTTSFORD RD EB,38.905687898397446,-76.84136061370373,"(38.905687898397446,-76.84136061370373)"
PP23091200002267,09/12/2023 12:00:00 AM,"AUTO, STOLEN",159,B,B7,9500 BLOCK,9530 BALTIMORE AVE SB,39.0106745660305,-76.93027119338512,"(39.0106745660305,-76.93027119338512)"
PP23090800001940,09/08/2023 12:00:00 AM,"AUTO, STOLEN",256,B,B5,7500 BLOCK,7500 ELBROOK CT,38.977210059762,-76.88565185666084,"(38.977210059762,-76.88565185666084)"
PP23090900000382,09/09/2023 12:00:00 AM,THEFT FROM AUTO,205,B,B7,4700 BLOCK,4710 BRANCHVILLE RD,38.99951972067356,-76.92961503565311,"(38.99951972067356,-76.92961503565311)"
PP23090800001765,09/08/2023 12:00:00 AM,ASSAULT,426,F,H5,,BRANCH AVE NB / NB SUITLAND PKY OFRP BRANCH AVE,38.85286647081375,-76.95618978142738,"(38.85286647081375,-76.95618978142738)"
PP23091400000322,09/14/2023 12:00:00 AM,"AUTO, STOLEN",443,K,K4,5000 BLOCK,5019 BRAYMER AVE,38.819730058312416,-76.90435260534286,"(38.819730058312416,-76.90435260534286)"
PP23091000000600,09/10/2023 12:00:00 AM,THEFT FROM AUTO,407,G,G7,100 BLOCK,150 HAMPTON PARK BLVD,38.88764330744743,-76.85120311379433,"(38.88764330744743,-76.85120311379433)"
PP23091000000273,09/10/2023 12:00:00 AM,ACCIDENT,111,A,A6,,UNIVERSITY BLVD EB / 23RD AVE,38.98409980535507,-76.97128161787987,"(38.98409980535507,-76.97128161787987)"
PP23090800001066,09/08/2023 12:00:00 AM,THEFT,932,C,C3,5000 BLOCK,5004 HOWARD AVE,39.04085822403431,-76.90664920210838,"(39.04085822403431,-76.90664920210838)"
PP23091100001519,09/11/2023 12:00:00 AM,ACCIDENT,732,F,F3,,WOODYARD RD / DON DR,38.78298473358154,-76.84989078342915,"(38.78298473358154,-76.84989078342915)"
PP23090900000435,09/09/2023 12:00:00 AM,THEFT,415,H,H2,4100 BLOCK,4149 SOUTHERN AVE,38.86566172540188,-76.94405069947243,"(38.86566172540188,-76.94405069947243)"
PP23091200000324,09/12/2023 12:00:00 AM,THEFT FROM AUTO,239,B,B3,4900 BLOCK,4902 DONOVAN PL,38.94505789875984,-76.91977253556252,"(38.94505789875984,-76.91977253556252)"
PP23091300000471,09/13/2023 12:00:00 AM,ACCIDENT,429,K,K2,,CURTIS DR / BRANCH AVE NB,38.84728905558586,-76.95225277543068,"(38.84728905558586,-76.95225277543068)"
PP23091300001289,09/13/2023 12:00:00 AM,THEFT,903,C,C5,14000 BLOCK,14001 BALTIMORE AVE NB,39.083180978894234,-76.8623579442501,"(39.083180978894234,-76.8623579442501)"
PP23091100001915,09/11/2023 12:00:00 AM,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9308 CHERRY HILL RD,39.01789239048958,-76.93584860861301,"(39.01789239048958,-76.93584860861301)"
PP23091400002145,09/14/2023 12:00:00 AM,THEFT FROM AUTO,243,B,B2,3400 BLOCK,3426 55TH AVE,38.93455922603607,-76.92600610852242,"(38.93455922603607,-76.92600610852242)"
PP23090800000768,09/08/2023 12:00:00 AM,THEFT FROM AUTO,504,K,K1,3900 BLOCK,3923 23RD PKWY SB,38.836462303996086,-76.9611110240221,"(38.836462303996086,-76.9611110240221)"
PP23091300000535,09/13/2023 12:00:00 AM,"B & E, COMMERCIAL",431,K,K3,3600 BLOCK,3611 SILVER PARK DR,38.84039930999279,-76.9371609389782,"(38.84039930999279,-76.9371609389782)"
PP23091100000216,09/11/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",924,C,C3,4400 BLOCK,4410 POWDER MILL RD,39.048732221126556,-76.91714785993099,"(39.048732221126556,-76.91714785993099)"
PP23091300002512,09/13/2023 12:00:00 AM,ACCIDENT,624,F,F2,,WOODYARD RD SB / PINE VIEW LN,38.76690864562988,-76.88893269002438,"(38.76690864562988,-76.88893269002438)"
PP23091100000482,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,701,E,E3,,HARRY S TRUMAN DR NB / CAMPUS WAY S,38.88764330744743,-76.83578319847584,"(38.88764330744743,-76.83578319847584)"
PP23090800001882,09/08/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,610,J,J4,8500 BLOCK,8504 OXON HILL RD,38.773142233490944,-77.00573036074638,"(38.773142233490944,-77.00573036074638)"
PP23090900001550,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,860,E,E6,1800 BLOCK,1848 CHURCH RD,38.91520230472088,-76.75638702511787,"(38.91520230472088,-76.75638702511787)"
PP23090800000769,09/08/2023 12:00:00 AM,"AUTO, STOLEN",408,TRU,H1,1200 BLOCK,1201 BOONES HILL RD,38.87550422549248,-76.9315835237503,"(38.87550422549248,-76.9315835237503)"
PP23091300001300,09/13/2023 12:00:00 AM,ACCIDENT,524,J,J1,5100 BLOCK,5135 INDIAN HEAD HWY SB,38.81808964908123,-77.00376185774803,"(38.81808964908123,-77.00376185774803)"
PP23091200001455,09/12/2023 12:00:00 AM,ASSAULT,904,C,C5,13700 BLOCK,13725 BRIARWOOD DR,39.079572066664696,-76.85415586829185,"(39.079572066664696,-76.85415586829185)"
PP23090900000612,09/09/2023 12:00:00 AM,ACCIDENT,848,E,E6,12500 BLOCK,12500 WOODMORE RD,38.92635715007782,-76.7891953587532,"(38.92635715007782,-76.7891953587532)"
PP23090800002421,09/08/2023 12:00:00 AM,THEFT FROM AUTO,508,K,K3,4600 BLOCK,4625 DALLAS PL,38.82727597653866,-76.95028427243233,"(38.82727597653866,-76.95028427243233)"
PP23090800000367,09/08/2023 12:00:00 AM,THEFT FROM AUTO,111,A,A6,1900 BLOCK,1913 LEBANON ST,38.988036811351776,-76.97390627861023,"(38.988036811351776,-76.97390627861023)"
PP23090900001619,09/09/2023 12:00:00 AM,ACCIDENT,424,H,H6,,DONNELL DR / PENNSYLVANIA AVE EB,38.84368014335632,-76.88499569892883,"(38.84368014335632,-76.88499569892883)"
PP23090700002469,09/07/2023 12:00:00 AM,THEFT FROM AUTO,407,G,G7,100 BLOCK,150 HAMPTON PARK BLVD,38.88764330744743,-76.85120311379433,"(38.88764330744743,-76.85120311379433)"
PP23091000000910,09/10/2023 12:00:00 AM,"AUTO, STOLEN",101,A,A7,2200 BLOCK,2208 MUSKOGEE ST,39.01756431162357,-76.96996927261353,"(39.01756431162357,-76.96996927261353)"
PP23091400001336,09/14/2023 12:00:00 AM,ACCIDENT,246,B,B1,6900 BLOCK,6910 STANDISH DR,38.9375119805336,-76.89319777488708,"(38.9375119805336,-76.89319777488708)"
PP23090900000747,09/09/2023 12:00:00 AM,ACCIDENT,131,A,A2,6200 BLOCK,6201 SARGENT RD NB,38.965727150440216,-76.98309260606766,"(38.965727150440216,-76.98309260606766)"
PP23090900000328,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,620,W,W1,,INDIAN HEAD HWY SB / FORT WASHINGTON RD,38.74263048171997,-76.99195086956024,"(38.74263048171997,-76.99195086956024)"
PP23091100000322,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,848,E,E6,12000 BLOCK,12070 WOODMORE RD,38.921763971447945,-76.79542894661427,"(38.921763971447945,-76.79542894661427)"
PP23091400000196,09/14/2023 12:00:00 AM,"AUTO, STOLEN",428,K,K4,,FORESTVILLE RD / RENA RD,38.82793214917183,-76.87876211106777,"(38.82793214917183,-76.87876211106777)"
PP23091100001758,09/11/2023 12:00:00 AM,THEFT,419,H,H5,4200 BLOCK,4238 SUITLAND RD,38.8545068949461,-76.93847328424454,"(38.8545068949461,-76.93847328424454)"
PP23090800001730,09/08/2023 12:00:00 AM,"AUTO, STOLEN",510,K,K5,4700 BLOCK,4751 STAMP RD,38.82366706430912,-76.94175411760807,"(38.82366706430912,-76.94175411760807)"
PP23091300002045,09/13/2023 12:00:00 AM,ACCIDENT,219,B,B63,4500 BLOCK,4500 COLLEGE AVE,38.98213131725788,-76.93781711161137,"(38.98213131725788,-76.93781711161137)"
PP23091200000728,09/12/2023 12:00:00 AM,THEFT FROM AUTO,412,H,H3,1300 BLOCK,1302 IRON FORGE RD,38.87320764362812,-76.87843403220177,"(38.87320764362812,-76.87843403220177)"
PP23091400001779,09/14/2023 12:00:00 AM,ACCIDENT,329,G,G2,,MARTIN LUTHER KING JUNIOR HWY EB / HILL RD,38.90732830762863,-76.89418202638626,"(38.90732830762863,-76.89418202638626)"
PP23091000000349,09/10/2023 12:00:00 AM,THEFT FROM AUTO,859,E,E2,10600 BLOCK,10621 LAZY DAY LN,38.900110483169556,-76.82134753465652,"(38.900110483169556,-76.82134753465652)"
PP23090900000941,09/09/2023 12:00:00 AM,"AUTO, STOLEN",904,C,C5,14100 BLOCK,14100 BRAMBLE CT,39.084493309259415,-76.85185927152634,"(39.084493309259415,-76.85185927152634)"
PP23091200002124,09/12/2023 12:00:00 AM,"ROBBERY, OTHER",624,F,F2,8900 BLOCK,8901 WOODYARD RD SB,38.76789289712906,-76.88696420192719,"(38.76789289712906,-76.88696420192719)"
PP23091400001123,09/14/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,623,F,F2,,COVENTRY WAY EB / OLD BRANCH AVE,38.78200048208237,-76.89877519011497,"(38.78200048208237,-76.89877519011497)"
PP23090800000505,09/08/2023 12:00:00 AM,"AUTO, STOLEN",649,TRU,W2,900 BLOCK,911 CHATSWORTH DR,38.67143639922142,-76.99621593952179,"(38.67143639922142,-76.99621593952179)"
PP23090900001356,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,603,J,J5,6500 BLOCK,6580 CLIPPER WAY,38.79873272776604,-76.9945755302906,"(38.79873272776604,-76.9945755302906)"
PP23090900002042,09/09/2023 12:00:00 AM,"AUTO, STOLEN",615,K,K6,3200 BLOCK,3205 MARQUIS DR,38.78856214880943,-76.95225277543068,"(38.78856214880943,-76.95225277543068)"
PP23090800000949,09/08/2023 12:00:00 AM,THEFT FROM AUTO,702,TRU,E3,10600 BLOCK,10650 CAMPUS WAY S,38.89650155603886,-76.82298794388771,"(38.89650155603886,-76.82298794388771)"
PP23091300001290,09/13/2023 12:00:00 AM,"AUTO, STOLEN",632,F,F4,13200 BLOCK,13207 OLD LIBERTY LN,38.70785364508629,-76.89385394752026,"(38.70785364508629,-76.89385394752026)"
PP23090800000175,09/08/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,278,B,B12,6400 BLOCK,6479 ANNAPOLIS RD EB,38.93882431089878,-76.9076334387064,"(38.93882431089878,-76.9076334387064)"
PP23091400001489,09/14/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,624,F,F2,,SPRINGBROOK LN / SCHULTZ RD,38.77773539721966,-76.89024503529072,"(38.77773539721966,-76.89024503529072)"
PP23091400001759,09/14/2023 12:00:00 AM,THEFT,304,G,G3,5300 BLOCK,5380 SHERIFF RD,38.90535980463028,-76.91714785993099,"(38.90535980463028,-76.91714785993099)"
PP23091100000466,09/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,621,J,J6,8300 BLOCK,8303 ALLENTOWN RD,38.77609497308731,-76.95225277543068,"(38.77609497308731,-76.95225277543068)"
PP23091000001020,09/10/2023 12:00:00 AM,THEFT FROM AUTO,107,A,A7,1700 BLOCK,1733 METZEROTT RD,39.004112899303436,-76.9807960242033,"(39.004112899303436,-76.9807960242033)"
PP23090900000657,09/09/2023 12:00:00 AM,"AUTO, STOLEN",406,G,G7,200 BLOCK,223 WESTHAMPTON AVE,38.88665905594826,-76.86498260498047,"(38.88665905594826,-76.86498260498047)"
PP23090900000957,09/09/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,825,D,D1,,GOOD LUCK RD / CIPRIANO RD,38.97786623239517,-76.85514010488987,"(38.97786623239517,-76.85514010488987)"
PP23091000001091,09/10/2023 12:00:00 AM,"AUTO, STOLEN",419,H,H5,4400 BLOCK,4425 ARNOLD RD,38.85385072231293,-76.93256777524948,"(38.85385072231293,-76.93256777524948)"
PP23091100001884,09/11/2023 12:00:00 AM,ACCIDENT,418,H,H6,3100 BLOCK,3101 DONNELL DR SB,38.8486014008522,-76.88663610816002,"(38.8486014008522,-76.88663610816002)"
PP23091000001239,09/10/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,605,K,K6,,SAINT BARNABAS RD NB / CAP BELT OL A HWY NB,38.808575227856636,-76.9706254452467,"(38.808575227856636,-76.9706254452467)"
PP23090800000660,09/08/2023 12:00:00 AM,"AUTO, STOLEN",916,TRU,C4,8700 BLOCK,8745 CONTEE RD EB,39.07071380317211,-76.85382777452469,"(39.07071380317211,-76.85382777452469)"
PP23091000000176,09/10/2023 12:00:00 AM,"AUTO, STOLEN",933,C,C1,11200 BLOCK,11227 OLD BALTIMORE PIKE,39.03724931180477,-76.90369644761086,"(39.03724931180477,-76.90369644761086)"
PP23091100000652,09/11/2023 12:00:00 AM,THEFT FROM AUTO,642,W,W6,14200 BLOCK,14201 BRANCH AVE SB,38.694730311632156,-76.87252852320671,"(38.694730311632156,-76.87252852320671)"
PP23091000000304,09/10/2023 12:00:00 AM,ASSAULT,923,C,C2,13100 BLOCK,13117 TANEY DR,39.05890281498432,-76.93552052974701,"(39.05890281498432,-76.93552052974701)"
PP23091200001060,09/12/2023 12:00:00 AM,THEFT,836,D,D1,,4TH ST / MAIN ST,38.971960723400116,-76.85546819865704,"(38.971960723400116,-76.85546819865704)"
PP23090900000289,09/09/2023 12:00:00 AM,ACCIDENT,239,B,B3,5300 BLOCK,5302 FARRAGUT ST,38.94997914135456,-76.9253499507904,"(38.94997914135456,-76.9253499507904)"
PP23091200000687,09/12/2023 12:00:00 AM,THEFT FROM AUTO,243,B,B2,3600 BLOCK,3603 55TH AVE,38.936527729034424,-76.92436569929123,"(38.936527729034424,-76.92436569929123)"
PP23091200000402,09/12/2023 12:00:00 AM,"AUTO, STOLEN",643,W,W1,13300 BLOCK,13303 QUEENS LN,38.70818172395229,-77.02344685792923,"(38.70818172395229,-77.02344685792923)"
PP23091400000375,09/14/2023 12:00:00 AM,"AUTO, STOLEN",859,E,E2,10700 BLOCK,10783 KITCHENER CT,38.90306322276592,-76.82101944088936,"(38.90306322276592,-76.82101944088936)"
